,brand,family,reference,name,produced,limited,caseMaterial,caseGlass,caseBack,caseShape,caseDiameter,caseHeight,caseLugWidth,dialColor,dialMaterial,dialIndexes,dialHands,movementType,movementBrand,movementCaliber,movementDisplay,movementDiameter,movementJewels,movementReserve,movementFrequency,movementTime,description,imageLink,imagePath
101,Audemars Piguet,Millenary,,Millenary Hand-wound White Gold / Diamond,2017,No,White gold,Sapphire,Open,Oval,39.50 mm,9.80 mm,20.00 mm,Paved,,Arabic Numerals,Alpha,Handwound,Audemars Piguet,AP 5201,Analog,32.74 mm,19.0,54 h,21600 bph,"Hours, Minutes, Small Seconds","Hand-wound watch with small seconds. It has a 18-carat white gold case, a diamond-set bezel and lugs and the crown is set with a pink cabochon sapphire. diamond-set dial, blued hands. 438 brilliant-cut diamonds ; ~1.93 carats (case, buckle). 136 brilliant-cut diamonds ; ~0.26 carats (dial). 

Reference 77248BC.ZZ.A111CR.01 has a diamond-set dial and is fitted a grey alligator strap",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/77248bc-zz-a111cr-01-de.png,images_latest/77248bc-zz-a111cr-01-de.png
102,Jaeger-LeCoultre,Reverso,,Reverso Classic Small Duetto Stainless Steel / Silver / Alligator,,No,Stainless Steel,Sapphire,Double Dial,Rectangular,21.00 mm,8.70 mm,,Silver,,Arabic Numerals,Dauphine,Handwound,Jaeger-LeCoultre,844,Analog,,18.0,38 h,21600 bph,"Hours, Minutes","A watch designed especially for women. Elegant, refined, and rich in surprises, the Reverso Classic Small Duetto steel watch offers its wearer two faces. A marvel of modern watchmaking.",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/2668430-37.png,images_latest/2668430-37.png
103,Archimede,Outdoor,,OutDoor 39 Protect Stainless Steel / Black / Bracelet,,No,Stainless steel,Sapphire,Closed,Round,39.00 mm,11.20 mm,20.00 mm,Black,,Arabic Numerals,Stick,Automatic,Sellita,SW200-1,Analog,25.60 mm,26.0,38 h,28800 bph,"Hours, Minutes, Seconds","This watch is powered by a Swiss Made SW 200-1  automatic movement, which offers high precision and reliability. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel finished by Ickler. 

This specific OutDoor Protect has a black dial and is fitted a stainless steel bracelet.",https://watchbase.r.sizr.io/watch/lg/archimede/outdoor/ua8239b-a2-1-h-c8.jpg,images_latest/ua8239b-a2-1-h-c8.jpg
104,Bell & Ross,Instruments,,BR 03-92 Diver,2017,No,Stainless steel,Sapphire,Closed,Square,42.00 mm,,,Black,,Mixed,Sword,Automatic,Bell & Ross,BR-CAL.302,Analog,25.60 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Bell & Ross BR 03-2 was introduced at BaselWorld 2017. It is the first model in Bell & Ross' third generation of dive watches, and the first to feature the brand's iconic square case. The Bell & Ross BR 03-92 Diver is water resistant up to 300 meters, thanks to its reinforced case back ((2.80 mm on the BR 03 Diver, compared to 1.80 mm on the regular BR 03) and extra-thick sapphire glass (2.85mm vs 1.50mm on the regular BR 03).",https://watchbase.r.sizr.io/watch/lg/bell-ross/marine/br0392-d-bl-st-srb-e.png,images_latest/br0392-d-bl-st-srb-e.png
105,Jaeger-LeCoultre,Reverso,,Grande Reverso Lady Ultra Thin Quartz Two Tone,,No,,Sapphire,Closed,Rectangular,24.00 mm,7.20 mm,,Silver,,Arabic Numerals,Sword,Quartz,Jaeger-LeCoultre,657,Analog,,4.0,,,"Hours, Minutes","The Reverso is one of the rare true icons of luxury watchmaking. It is the legendary reversible watch invented in the 1930s for polo players who wanted to be able to protect the crystal of their watches, which featured pure, geometric silhouettes inspired by the Art Deco movement. This is its ultra-thin, curved version designed exclusively for ladies.

Dimensions (L x W) : 40x24mm
Thickness : 7.2mm",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/3204422-e4.jpg,images_latest/3204422-e4.jpg
106,Archimede,Pilot,,Pilot 45 Automatic Stainless Steel / Black,,No,Stainless steel,Sapphire,Open,Round,45.00 mm,10.00 mm,,Black,,Arabic Numerals,Sword,Automatic,Sellita,SW200-1,Analog,25.60 mm,26.0,38 h,28800 bph,"Hours, Minutes, Seconds","Classic design, engineering precision and functionality are the guidelines for this outstanding chronograph.

This Pilot 45 is powered byan automatic movement by Sellita. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel and measures 45mm across. The Pilot 45 KS is available with display back or - as an option - with a solid case back.

The catchy Pilot crown is designed for optimal usability, both when winding and while setting the time. The classic pilot's-style dial with luminous hands allows a clear time reading. 

Reference UA7949-A1.1 is fitted with a black leather strap.",https://watchbase.r.sizr.io/watch/lg/archimede/pilot/ua7949-a1-1-52.jpg,images_latest/ua7949-a1-1-52.jpg
107,Audemars Piguet,Jules Audemars,,Jules Audemars 26153 Chronometer Platinum / White,,No,Pink gold,Sapphire,Open,Round,46.00 mm,12.70 mm,,White,Enamel,Roman Numerals,Feuille,Handwound,Audemars Piguet,AP 2908,Analog,40.00 mm,33.0,90 h,43200 bph,"Hours, Minutes, Small Seconds","The Jules Audemars 26153PT.OO.D028CR.01 Chronometer has a platinum case . The dial at 12 is white enamel; the small seconds dial is white lacquered. This watch is pwoered by the hand-wound caliber 2908, which runs a proprietary escapement at a fast-paced 6Hz.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26153pt-oo-d028cr-01-6b.png,images_latest/26153pt-oo-d028cr-01-6b.png
108,Jaeger-LeCoultre,Reverso,,Reverso Duetto Classique,,No,Stainless Steel,Sapphire,Closed,Rectangular,23.10 mm,9.50 mm,,Silver,,Arabic Numerals,Sword,Handwound,Jaeger-LeCoultre,865,Analog,,19.0,48 h,21600 bph,"Hours, Minutes","Two back-to-back dials and two sets of hands turning in opposite directions, while driven by a single movement. On the back, its other face offers a scintillating contrast with an Art Deco inspired dial lit up with diamonds.

Dimensions (L x W) : 38.5x23.1mm
Thickness : 9.5mm
",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/2568402-1a.jpg,images_latest/2568402-1a.jpg
109,Audemars Piguet,Jules Audemars,,Jules Audemars 25866 Grande Complication Platinum / White,,No,Platinum,Sapphire,Open,Round,42.00 mm,14.00 mm,,Silver,,Stick / Dot,Feuille,Automatic,Audemars Piguet,AP 2885,Analog,31.60 mm,52.0,45 h,19800 bph,"Hours, Minutes, Small Seconds","The Jules Audemars is a gentleman's watch with perpetual calendar, minute repeater, split seconds chronograph, moon phase and small seconds - earning it the 'Grande Complication' moniker.

Reference 25866PT.OO.D002CR.01 has a platinum case and a white dial with stick markers. The hands are made of blackened gold.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/25866pt-oo-d002cr-01-98.png,images_latest/25866pt-oo-d002cr-01-98.png
110,Jaeger-LeCoultre,Reverso,,Reverso Duetto,,No,Stainless Steel,Sapphire,Double Dial,Rectangular,20.70 mm,8.30 mm,,Silver,,Arabic Numerals,Sword,Handwound,Jaeger-LeCoultre,844,Analog,,18.0,38 h,21600 bph,"Hours, Minutes","Two back-to-back dials and two sets of hands turning in opposite directions, while driven by a single movement. On the front, a small seconds hand gently marks off the passing moments of daily life on the satin-brushed dial. On the back, its other face offers a scintillating contrast with an Art Deco inspired dial lit up with diamonds. 

Dimensions (L x W) : 33.2x20.7mm
Thickness : 8.3mm
Back dial black velvety sunray guilloché with silvered frosted numerals",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/2668412-9a.png,images_latest/2668412-9a.png
111,Jaeger-LeCoultre,Reverso,,Reverso One Cordonnet,,No,,,Closed,Rectangular,16.30 mm,7.00 mm,,White,,Arabic Numerals,Dauphine,Quartz,Jaeger-LeCoultre,657,Analog,,4.0,,,"Hours, Minutes","Highly feminine and original with fine lines and a two-tone case, the pink gold and steel Reverso One Cordonnet watch is equipped with a leather link bracelet that fastens to the wrist like a piece of jewelry. The back of the watch can bear the secret of an engraving.

Reference 3264520 has a white dial and is fitted a leather strap",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/3264520-20.png,images_latest/3264520-20.png
112,Audemars Piguet,Millenary,,Millenary Quincy Jones,2010,"Yes, 500 units",Stainless steel,Sapphire,Open,Oval,47.00 mm,10.20 mm,,Black,,Roman Numerals,Alpha,Automatic,Audemars Piguet,AP 3120,Analog,26.60 mm,40.0,60 h,21600 bph,"Hours, Minutes, Seconds",The Audemars Piguet Millenary 15161SN.OO.D002CR.01 is a limited edition of 500 pieces created in collaboration with musician Quincy Jones. ,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/15161sn-oo-d002cr-01-1e.png,images_latest/15161sn-oo-d002cr-01-1e.png
113,Bell & Ross,Instruments,,BR 01 92 Casino,,No,Stainless steel,Sapphire,Closed,Square,46.00 mm,,24.00 mm,Multi-Color,,Mixed,Proprietary ,Automatic,ETA,2892-A2,Analog,25.60 mm,21.0,42 h,28800 bph,"Hours, Minutes, Seconds","The BR 01 CASINO watch is inspired by aircraft cockpits, where each part is a reference in terms of legibility, reliability and performance. The display of the BR 01 Casino resembles a roulette wheel with time being displayed via three seperate discs.
The present example features a stainless steel case with PVD finish and a multi-color dial resembling a roulettewheel 
Reference BR0192-CASINO-BTQ",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0192casinobtq-d9.jpg,images_latest/br0192casinobtq-d9.jpg
114,Audemars Piguet,Millenary,,Millenary Self-winding White Gold / White,,No,White gold,Sapphire,Open,Oval,45.00 mm,8.90 mm,,White,,Roman Numerals,Feuille,Automatic,Audemars Piguet,AP 3120,Analog,26.60 mm,40.0,60 h,21600 bph,"Hours, Minutes, Seconds",The Audemars Piguet Millenary 15320BC.OO.D028CR.01 has a white gold case and a white - silver dial. Inside is the brand's own caliber 3120.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/15320bc-oo-d028cr-01-0.png,images_latest/15320bc-oo-d028cr-01-0.png
115,Jaeger-LeCoultre,Reverso,,Reverso Grande Taille Pink Gold,,No,Pink gold,Sapphire,Closed,Rectangular,26.00 mm,9.30 mm,,Silver,,Arabic Numerals,Sword,Handwound,Jaeger-LeCoultre,822,Analog,20.20 mm,21.0,38 h,21600 bph,"Hours, Minutes","With its pure geometrical shapes, this Art Deco icon remains as timeless yet contemporary as ever.

Dimensions (L x W) : 42.2x26mm
Thickness : 9.3mm",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/2702521-b2.png,images_latest/2702521-b2.png
116,Breitling,Transocean,,Transocean Chronograph 1461 Stainless Steel / Silver / Croco / Pin,,No,Stainless Steel,Sapphire,Closed,Round,43.00 mm,15.25 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B19,Analog,,38.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","In the Transocean Chronograph 1461, the chronograph is combined with a complete calendar requiring adjustment only once every leap year, meaning every 1,461 days. The case measures 43mm across.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a1931012-g750-739p-91.jpg,images_latest/a1931012-g750-739p-91.jpg
117,Jaeger-LeCoultre,Reverso,,Grande Reverso Lady Ultra Thin Duetto Duo Pink Gold,,No,Pink gold,Sapphire,Double Dial,Rectangular,24.00 mm,7.20 mm,,Silver,,Arabic Numerals,Sword,Handwound,Jaeger-LeCoultre,864A,Analog,20.20 mm,19.0,42 h,21600 bph,"Hours, Minutes, Additional 12 Hour Hand (adjustable)","Functioning according to the Duetto concept of two dials operated by a single movement, this Reverso watch enables its owner to express the different sides of her personality. Whenever you desire, the superb guilloché dial on the front can be replaced by the second time zone and magnificent mother-of-pearl marquetry on the back, all with a single turn of the case. In addition to its resolutely feminine character, its ultra-thin case gives this Grande Reverso Lady Ultra Thin Duetto Duo watch an extra touch of elegance and refinement.

Dimensions (L x W) : 40x24mm
Thickness : 8.9mm
Back dial: Mother-of-pearl",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/3302421-de.jpg,images_latest/3302421-de.jpg
118,Jaeger-LeCoultre,Reverso,,Reverso One Cordonnet Stainless Steel / Blue,2016,No,Stainless Steel,Sapphire,Closed,Rectangular,16.30 mm,7.60 mm,,Blue,,Arabic Numerals,Dauphine,Quartz,Jaeger-LeCoultre,657,Analog,,4.0,,,"Hours, Minutes","The Jaeger-LeCoultre Reverso 326858J was introduced at SIHH 2017. It features a stainless steel case with a bluedial, strapped to the wrist by a leather cord strap.

Case size 33.8x16.3mm",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/326858j-a3.png,images_latest/326858j-a3.png
119,Jaeger-LeCoultre,Reverso,,Reverso Répétition Minutes à Rideau,,No,White gold,Sapphire,,Rectangular,36.00 mm,,,Skeleton,,Stick / Dot,Stick,Handwound,Jaeger-LeCoultre,944,Analog,21600.00 mm,35.0,35 h,21600 bph,"Hours, Minutes","Introduction of a limited series dedicated to Venice of the first Haute Horlogerie watch to incorporate a curtain that slides to active a minute repeater function. This exceptional timepiece enables the Grande Maison to provide yet another demonstration of its expertise in the field of sound with the integration of trebuchet hammers, monobloc gongs made from a secret-formula alloy, and a silent regulator.",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/235352m-2b.jpg,images_latest/235352m-2b.jpg
120,Jaeger-LeCoultre,Reverso,,Reverso Duo Pink Gold,,No,Pink gold,Sapphire,Double Dial,Rectangular,26.00 mm,9.30 mm,,Silver,,Arabic Numerals,Sword,Handwound,Jaeger-LeCoultre,854/1,Analog,20.20 mm,21.0,45 h,21600 bph,"Hours, Minutes, Additional 12 Hour Hand (adjustable), Day / Night Indication","This watch reinvents the second time-zone display through the magic of the reversible watch. At its heart lies a single mechanical movement powering both dials.

Dimensions (L x W) : 42.2x26mm
Thickness : 9.3mm
Back dial: black guilloché, luminescent transferred numerals",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/2712510-d9.png,images_latest/2712510-d9.png
121,Bell & Ross,Instruments,,BR 01 92 Ceramic,,No,Ceramic,Sapphire,Closed,Square,46.00 mm,,24.00 mm,Black,,Mixed,Sword,Automatic,Sellita,SW300-1,Analog,25.60 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","To create the BR 01 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 01 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
The present example features a black ceramic case, a black dial with oversized Arabic numerals and a rubber strap.
Reference BR0192-BL-CER/SRB",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0192blcersrb-bb.jpg,images_latest/br0192blcersrb-bb.jpg
122,Jaeger-LeCoultre,Reverso,,Reverso Duo Pink Gold Bracelet,,No,Pink gold,Sapphire,Double Dial,Rectangular,26.00 mm,9.30 mm,,Silver,,Arabic Numerals,Sword,Handwound,Jaeger-LeCoultre,854/1,Analog,20.20 mm,21.0,45 h,21600 bph,"Hours, Minutes, Additional 12 Hour Hand (adjustable), Day / Night Indication","This watch reinvents the second time-zone display through the magic of the reversible watch. At its heart lies a single mechanical movement powering both dials.

Dimensions (L x W) : 42.2x26mm
Thickness : 9.3mm
Back dial: black guilloché, luminescent transferred numerals",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/2712110-80.jpg,images_latest/2712110-80.jpg
123,Audemars Piguet,Millenary,,Millenary Self-winding Pink Gold / White,,No,Pink gold,Sapphire,Open,Oval,45.00 mm,8.90 mm,,White,,Roman Numerals,Feuille,Automatic,Audemars Piguet,AP 3120,Analog,26.60 mm,40.0,60 h,21600 bph,"Hours, Minutes, Seconds",The Audemars Piguet Millenary 15320OR.OO.D093CR.01 has a pink gold case and a white - silver dial. Inside is the brand's own caliber 3120.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/15320or-oo-d093cr-01-32.png,images_latest/15320or-oo-d093cr-01-32.png
124,Audemars Piguet,Jules Audemars,,Jules Audemars 26346 Tourbillon Chronograph Openworked White Gold Boutique,,No,White gold,Sapphire,Open,Round,41.00 mm,13.30 mm,,Skeleton,,Stick / Dot,Poire,Handwound,Audemars Piguet,AP 2936,Analog,35.00 mm,28.0,72 h,21600 bph,"Hours, Minutes, Small Seconds","The Jules Audemars 26346BC.OO.D002CR.01 has a white gold case and a black 'dial' - meaning the outer seconds track, small seconds scale and minute counter. It is powered by the hand-wound caliber 2936, which features a chronograph and a tourbillon escapement.

The 'Boutique Exclusive' 26346BC.OO.D002CR.02 is similar but has its movement finished in anthracite.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26346bc-oo-d002cr-01-d6.png,images_latest/26346bc-oo-d002cr-01-d6.png
