basic_info_brand,basic_info_family,basic_info_reference,basic_info_name,basic_info_produced,basic_info_limited,case_material,case_glass,case_back,case_shape,case_diameter,case_height,case_lug width,dial_color,dial_material,dial_indexes,dial_hands,movement_type,movement_brand,movement_caliber,movement_display,movement_diameter,movement_jewels,movement_reserve,movement_frequency,movement_time,description,image_link
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Silver / Croco / Pin,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-g751-737p-a20ba-1-b7.png
Breitling,Transocean,,Transocean Date Stainless Steel / Black / Croco / Pin,2011 - 2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B10,Analog,25.60 mm,21,42 h,28800 bph,"Hours, Minutes, Seconds","Transocean

The Transocean reinterprets the pure design of the classic 1950s and 60s in a resolutely contemporary style. The slender, understated fuselage carries onboard a high-performance “engine” in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.




REF. A1036012.BA91.743P",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a1036012ba91743p-7a.jpg
Audemars Piguet,Jules Audemars,,Jules Audemars 25984 Grande Complication Yellow Gold / White Breguet / Bracelet,,No,Yellow gold,Sapphire,Open,Round,42.00 mm,14.00 mm,,White,,Arabic Numerals,Feuille,Automatic,Audemars Piguet,AP 2885,Analog,31.60 mm,52,45 h,19800 bph,"Hours, Minutes, Small Seconds","The Jules Audemars is a gentleman's watch with perpetual calendar, minute repeater, split seconds chronograph, moon phase and small seconds - earning it the 'Grande Complication' moniker.

Reference 25984BA.OO.1138BA.01 has a yellow gold case and a white dial with Breguet numerals. It is fitted with a flush fit yellow gold bracelet.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/25984ba-oo-1138ba-01-7c.png
Breitling,Transocean,,Transocean Chronograph Unitime Stainless Steel / Silver / Calf,2012,No,Stainless steel,Sapphire,Closed,Round,46.00 mm,15.40 mm,24.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B05,Analog,,56,70 h,28800 bph,"Hours, Minutes, Small Seconds, World Time","The Breitling Transocean Chronograph Unitime pairs a chronograph with a world time function, courtesy of its in-house caliber B05. Thanks to its double disk, the Transocean Chronograph Unitime provides at-a-glance reading, anywhere in the world, of the time in all 24 timezones. When the user changes timezone, simply turning the crown forwards or backwards enables instant correction of the hour hand, the city disk and the 24-hour disk – while automatically adjusting the date to local time. ",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab0510u0-a732-441x-94.jpg
Bell & Ross,Instruments,,BR 01 92 Heading Indicator,,"Yes, 999 units",Stainless steel,Sapphire,Closed,Square,46.00 mm,,24.00 mm,Black,,Mixed,Proprietary ,Automatic,ETA,2892-A2,Analog,25.60 mm,21,42 h,28800 bph,"Hours, Minutes, Seconds","The BR 01 HEADING INDICATOR watch is inspired by aircraft cockpits, where each part is a reference in terms of legibility, reliability and performance. The display of the BR 01 HEADING INDICATOR recalls the graphics of the reference instrument, the course indicator.
The present example features a stainless steel case with PVD finish and a intricate dial with three revolving discs - one for seconds, one for minutes and one for hours.
Reference BR0192-HEADING",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0192heading-8a.jpg
Bell & Ross,Instruments,,BR 01 92 Pink Gold & Carbon,,No,,Sapphire,Closed,Square,46.00 mm,,24.00 mm,Black,,Mixed,Sword,Automatic,ETA,2892-A2,Analog,25.60 mm,21,42 h,28800 bph,"Hours, Minutes, Seconds","To create the BR 01 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 01 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
The present example features a pink gold and stainless steel PVD case, a black dial with oversized Arabic numerals and a alligator strap.
Reference BR0192-BICOLOR",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0192-bicolor-e2.png
Breitling,Transocean,,Transocean Chronograph Red Gold / Silver / Croco,2011,No,Red Gold,Sapphire,Open,Round,43.00 mm,,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47,70 h,28800 bph,"Hours, Minutes, Small Seconds","Transocean Chronograph

The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated fuselage carries onboard a high-performance “engine” in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.


REF. RB015212.G738.743P",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/rb015212-g738-743p-1c.jpg
Breitling,Transocean,,Transocean Chronograph Stainless Steel / Panda / Calf / Pin,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated fuselage carries onboard a high-performance “engine” in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212.G724 has a stainless steel case and a 'Mercury' silver dial with anthracite sub dials.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-g724-435x-a20ba-1-ea.png
Bell & Ross,Instruments,,BR 03 92 Type Aviation Steel,2009,No,Stainless steel,Sapphire,Closed,Square,42.00 mm,,,Black,,Mixed,Sword,Quartz,ETA,988.333,Analog/ Digital,22.00 mm,7,,,"Additional 12 Hour Hand (adjustable), Additional 24 Hour Hand (adjustable), Hours, Minutes, Seconds","The BR 03 Type Aviation is a symbolic and utilitarian watch which responds to the specific requirements of fighter pilots. It is fitted with a graduated bidirectional bezel and an ultra-precise multifunctional quartz movement.
The present example features a stainless steel case, black dial with Arabic numerals and a rubber strap.
Reference BR0392-AVIA-ST",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0392-avia-st-23.png
Breitling,Transocean,,Transocean Chronograph Unitime Pilot Stainless Steel / Blue / Calf,2013,No,Stainless steel,Sapphire,Closed,Round,46.00 mm,15.40 mm,24.00 mm,Blue,,Stick / Dot,Stick,Automatic,Breitling,B05,Analog,,56,70 h,28800 bph,"Hours, Minutes, Small Seconds, World Time","The Breitling Transocean Chronograph Unitime pairs a chronograph with a world time function, courtesy of its in-house caliber B05. Thanks to its double disk, the Transocean Chronograph Unitime provides at-a-glance reading, anywhere in the world, of the time in all 24 timezones. When the user changes timezone, simply turning the crown forwards or backwards enables instant correction of the hour hand, the city disk and the 24-hour disk – while automatically adjusting the date to local time.

The Transocean Chronograph Unitime Pilot was added to the collection in 2013. It features a more instrumental and less ornamental dial, lacking the globe found on the original models.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab0510u9-c879-101x-8b.jpg
Breitling,Transocean,,Transocean Chronograph 1461 Stainless Steel / Silver / Racer,,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,15.25 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B19,Analog,,38,42 h,28800 bph,"Hours, Minutes, Small Seconds","In the Transocean Chronograph 1461, the chronograph is combined with a complete calendar requiring adjustment only once every leap year, meaning every 1,461 days. The case measures 43mm across.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a1931012-g750-222a-73.jpg
Audemars Piguet,Millenary,,Millenary Frosted Gold Philosophique Pink Gold / Brown,2019,No,Pink gold,Sapphire,Open,Oval,39.50 mm,10.90 mm,,Brown,,Stick / Dot,Alpha,Automatic,Audemars Piguet,AP 3140,Analog,26.60 mm,43,50 h,21600 bph,Hours,The 2019 Audemars Piguet Millenary Philosophique is a boutique exclusive available in either white or pink 'frosted' gold. This oval watch is powered by the self-wining caliber AP 3140 with one singular -though double-geared- hour hand.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/77266or-gg-a823cr-01-4e.png
Bell & Ross,Instruments,,BR 01 92 Airspeed,,"Yes, 999 units",Stainless steel,Sapphire,Closed,Square,46.00 mm,,24.00 mm,Black,,Mixed,Sword,Automatic,ETA,2892-A2,Analog,25.60 mm,21,42 h,28800 bph,"Hours, Minutes, Seconds","The BR 01 AIRSPEED watch is inspired by aircraft cockpits, where each part is a reference in terms of legibility, reliability and performance. The display of the BR 01 AIRSPEED recalls the graphics of the reference instrument, the anemometer.
The present example features a stainless steel case with PVD finish and a multi-color dial resembling a anemometer
Reference BR0192-AIRSPEED",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0192airspeed-19.jpg
Audemars Piguet,Jules Audemars,,Jules Audemars 26344 Grande Sonnerie Carillon Platinum / The Hour Glass Blue,2016,"Yes, 1 unit",Platinum,Sapphire,Open,Round,39.00 mm,11.10 mm,,Blue,Yellow gold,Stick / Dot,Feuille,Handwound,Audemars Piguet,AP 2945,Analog,29.90 mm,53,48 h,21600 bph,"Hours, Minutes, Small Seconds","The Jules Audemars 26344PT.OO.D028CR.02 is a unique piece created for The Hour Glass. It features a platinum case and a blue guilloché dial. It is powered by the hand-wound caliber 2945, which features a triple tone grande sonnerie, smalls seconds and a power reserve indicator.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/6344pt-oo-d028cr-02-98.png
Bell & Ross,Instruments,,BR 03 92 Heritage Ceramic,,No,Ceramic,Sapphire,Closed,Square,42.00 mm,,,Black,,Mixed,Sword,Automatic,Sellita,SW300-1,Analog,25.60 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","To create the BR 03 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 03 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
The present example features a black ceramic case, and a black dial. The over-sized numerals have an antiquated look. This watch is fitted with a leather watch strap.
Reference BR0392-HERITAGE-CE",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0392-heritage-ce-86.png
Audemars Piguet,Millenary,,Millenary Pianoforte,2007,"Yes, 250 units",White gold,Sapphire,Open,Oval,45.00 mm,8.90 mm,,White,Mother of Pearl,Roman Numerals,Feuille,Automatic,Audemars Piguet,AP 3120,Analog,26.60 mm,40,60 h,21600 bph,"Hours, Minutes, Seconds",The AUdemars PIguet Millenary Pianoforte 15326BC.ZZ.D102CR.01 was introduced in 2007 as a limited edtion of 250 pieces. It features a piano-inspired dial on a mother-of-pearl base.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/15326bc-zz-d102cr-01-38.png
Breitling,Transocean,,Transocean Chronograph Stainless Steel / Reverse Panda / Calf / Pin,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated case of 43mm carries onboard a high-performance movement in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212/BF26 has a black dial with contrasting sub dials.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-bf26-437x-a20ba-1-82.png
Breitling,Transocean,,Transocean Day & Date Red Gold / Black / Calf / Folding,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-bb70-434x-r20d-1-cc.png
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Black / Croco / Pin,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-bb69-748p-91.jpg
Apple,Watch,,Watch 42mm,2015,No,,Sapphire,Closed,Rectangular,35.90 mm,10.50 mm,,,,,,Processor,Apple,Apple Watch,Digital,,,18 h,,"Hours, Minutes, Seconds, World Time","The Apple Watch in 42mm has a stainless steel case with a ceramic back in 35.9x42.0mm at a height of 10.5mm. It is splash proof though not water resistant. The 'movement' has a power reserve of 18 hours, after which it can be recharged using a magnetic charging cable. The glass on the Apple Watch version is sapphire.

Synced with an iPhone, it keeps time to within 50 milliseconds of the definitive global time standard. The 'dial' can of course be customized. It features various sensors to keep track of health and activity.

Available in a wide range of versions, the current version of the Apple Watch has a stainless steel case and a white rubber strap.",https://watchbase.r.sizr.io/watch/lg/apple/apple-watch/mj3v2ll-a3.jpg
